city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
Candiac,Candiac Centre,Single Family,3,2,1537,4019.0,1990,no,yes,2021,392000
Laval,Vimont,Triplex,7,4,2117,3952.0,1986,yes,yes,2024,935000
Châteauguay,Centre-Ville,Duplex,6,4,1387,4924.0,1956,yes,yes,2022,300000
Laval,Sainte-Dorothée,Single Family,3,2,1330,4312.0,1958,yes,yes,2024,532000
Candiac,Candiac Centre,Single Family,4,2,1776,6447.0,2009,yes,yes,2023,632000
Saint-Jean-sur-Richelieu,Iberville,Single Family,6,3,1371,6767.0,2010,yes,yes,2025,388000
Montréal,Pointe-aux-Trembles,Bungalow,4,2,1035,4590.0,1977,yes,yes,2023,466000
Longueuil,Greenfield Park,Single Family,5,3,1834,5836.0,2012,yes,yes,2024,726000
Longueuil,Greenfield Park,Townhouse,3,2,1181,3944.0,1985,yes,no,2025,534000
Trois-Rivières,Trois-Rivières-Ouest,Duplex,6,3,1900,6292.0,1970,no,yes,2023,354000
Montréal,Saint-Léonard,Triplex,5,3,2031,5867.0,1995,yes,yes,2023,911000
Brossard,Secteur C,Single Family,3,2,2083,7942.0,2018,yes,no,2021,792000
Québec,Charlesbourg,Single Family,4,2,2063,8443.0,1978,yes,yes,2024,568000
Sherbrooke,Fleurimont,Duplex,6,3,1736,2874.0,1970,yes,yes,2021,384000
Montréal,Villeray,Single Family,4,2,820,11262.0,2008,yes,yes,2022,451000
Victoriaville,Centre-Ville,Single Family,5,3,1608,7268.0,1965,yes,yes,2024,488000
Québec,Sillery,Single Family,3,3,1432,3945.0,1970,yes,yes,2025,515000
Laval,Vimont,Single Family,4,3,1896,10744.0,1958,yes,no,2025,833000
Longueuil,Le Vieux-Longueuil,Single Family,5,2,1799,5746.0,1989,yes,yes,2023,794000
Montréal,Ahuntsic,Duplex,5,3,1867,6256.0,2010,yes,yes,2023,763000
Saint-Jérôme,Centre-Ville,Bungalow,4,2,1157,6349.0,2017,yes,yes,2021,369000
Mirabel,Sainte-Monique,Bungalow,4,1,1157,3888.0,1958,yes,yes,2023,385000
Trois-Rivières,Centre-Ville,Triplex,5,6,2892,4905.0,1955,yes,yes,2024,666000
Sherbrooke,Centre-Ville,Single Family,4,4,1374,6719.0,2001,yes,yes,2024,490000
Saint-Bruno-de-Montarville,Centre-Ville,Duplex,5,3,1663,4821.0,1994,yes,no,2025,781000
Repentigny,Le Gardeur,Single Family,5,3,1644,5659.0,1985,yes,yes,2023,629000
Brossard,Secteur B,Single Family,3,4,1548,5313.0,1962,yes,no,2024,561000
Québec,Beauport,Single Family,6,2,1000,7146.0,1987,yes,yes,2022,267000
Brossard,Secteur A,Duplex,4,3,1620,4101.0,1980,yes,no,2023,482000
Sherbrooke,Lennoxville,Townhouse,3,1,788,2136.0,1987,yes,no,2025,335000
Repentigny,Le Gardeur,Bungalow,2,1,1057,4649.0,1965,no,yes,2023,581000
Québec,Sillery,Single Family,5,3,1622,5186.0,1982,yes,yes,2021,369000
Montréal,Pointe-aux-Trembles,Bungalow,4,2,1063,6112.0,1912,no,yes,2023,465000
Terrebonne,La Plaine,Single Family,4,3,1671,10167.0,1955,yes,yes,2023,699000
Montréal,Outremont,Single Family,4,2,1325,8621.0,1952,yes,yes,2024,488000
Montréal,Pointe-aux-Trembles,Single Family,4,2,1398,3622.0,2004,yes,no,2023,387000
Repentigny,Le Gardeur,Single Family,4,3,868,4895.0,1996,no,yes,2022,431000
Sherbrooke,Rock Forest,Single Family,5,3,1961,8005.0,1967,yes,yes,2025,631000
Gatineau,Gatineau Centre,Single Family,5,2,1276,8558.0,1976,yes,yes,2024,663000
Pointe-Claire,West Island,Single Family,3,2,1740,8468.0,2001,yes,no,2022,615000
Vaudreuil-Dorion,Centre-Ville,Townhouse,4,2,1139,3746.0,1961,yes,yes,2024,395000
Montréal,Pointe-aux-Trembles,Single Family,4,2,973,6459.0,2015,no,yes,2025,476000
Brossard,Secteur A,Single Family,3,2,1382,6086.0,1960,yes,yes,2022,525000
Québec,Lebourgneuf,Triplex,5,6,2337,5778.0,2022,yes,no,2023,615000
Candiac,Candiac Centre,Duplex,4,4,1578,4389.0,1996,yes,yes,2022,502000
Montréal,Outremont,Townhouse,3,2,1281,2560.0,1978,yes,yes,2024,410000
Montréal,LaSalle,Single Family,4,3,1783,10375.0,1903,yes,yes,2021,554000
Gatineau,Hull,Single Family,6,1,1836,4587.0,1957,yes,yes,2025,806000
Granby,Centre-Ville,Townhouse,3,2,1143,3528.0,1972,yes,yes,2022,338000
Terrebonne,Terrebonne Ouest,Single Family,4,3,1250,6196.0,1987,yes,no,2022,555000
Sherbrooke,Rock Forest,Single Family,2,4,1531,9347.0,1969,yes,yes,2025,583000
Montréal,Hochelaga-Maisonneuve,Triplex,6,4,2545,4929.0,1964,no,yes,2025,1417000
Boucherville,Boucherville Centre,Single Family,5,4,1488,5333.0,2009,no,yes,2023,588000
Boucherville,Boucherville Centre,Single Family,3,4,1518,7062.0,1997,yes,no,2025,785000
Val-d'Or,Val-d'Or Centre,Single Family,4,2,950,11006.0,1958,yes,no,2024,220000
Québec,Val-Bélair,Single Family,2,2,1663,11018.0,1990,yes,yes,2024,464000
Montréal,Mercier,Single Family,4,2,1467,9020.0,1965,no,no,2023,529000
Québec,Charlesbourg,Townhouse,3,3,1197,2804.0,1927,yes,yes,2025,368000
Boucherville,Boucherville Centre,Townhouse,3,2,1200,2911.0,1996,yes,no,2024,441000
Québec,Vanier,Townhouse,2,3,1265,2517.0,1985,yes,yes,2025,406000
Québec,Vanier,Single Family,4,4,1652,5356.0,2020,yes,yes,2025,525000
Montréal,Pointe-aux-Trembles,Single Family,4,3,1100,7691.0,1900,yes,yes,2021,430000
Baie-Comeau,Baie-Comeau Centre,Single Family,5,2,1955,10534.0,1968,yes,yes,2022,210000
Laval,Pont-Viau,Single Family,4,2,1905,7268.0,1962,yes,yes,2025,629000
Brossard,Secteur C,Duplex,5,2,1686,5258.0,2013,no,yes,2022,533000
Boucherville,Boucherville Centre,Single Family,3,3,1581,4928.0,1994,yes,yes,2024,588000
Montréal,Ahuntsic,Single Family,5,2,1244,7211.0,1931,yes,yes,2025,658000
Québec,Beauport,Single Family,4,3,1718,9235.0,2013,yes,no,2023,405000
Blainville,Blainville Centre,Single Family,3,2,1574,8762.0,1956,yes,no,2022,457000
Sherbrooke,Fleurimont,Single Family,4,3,1661,5501.0,1980,yes,no,2023,383000
Victoriaville,Centre-Ville,Townhouse,3,2,957,3646.0,2016,yes,yes,2024,355000
Montréal,Rosemont,Single Family,2,4,1159,9134.0,1949,no,yes,2022,497000
Saint-Jérôme,Centre-Ville,Single Family,4,3,1111,13822.0,2016,no,yes,2025,475000
Montréal,Villeray,Single Family,3,4,1182,5031.0,2012,yes,yes,2025,579000
Boucherville,Boucherville Centre,Duplex,5,3,1984,5582.0,1993,yes,yes,2023,593000
Montréal,Verdun,Single Family,6,3,1354,10784.0,1968,no,yes,2022,472000
Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,1,1069,3345.0,1977,yes,yes,2024,267000
Québec,Lebourgneuf,Single Family,4,2,1371,7082.0,1943,yes,yes,2023,436000
Granby,Centre-Ville,Triplex,6,4,2601,3988.0,1972,yes,yes,2024,874000
Longueuil,Greenfield Park,Triplex,6,4,2156,4527.0,2006,yes,no,2025,1025000
Laval,Vimont,Single Family,4,2,1352,7078.0,2002,yes,yes,2025,610000
Gatineau,Buckingham,Single Family,2,3,1533,6727.0,1993,yes,yes,2021,443000
Laval,Chomedey,Townhouse,3,2,1128,2326.0,1991,yes,yes,2021,332000
Longueuil,Greenfield Park,Townhouse,4,2,1230,2626.0,1974,yes,yes,2022,413000
Pointe-Claire,West Island,Townhouse,3,2,983,2569.0,1995,yes,yes,2024,398000
Brossard,Secteur A,Triplex,7,5,2405,3715.0,1991,yes,yes,2022,863000
Dollard-des-Ormeaux,West Island,Single Family,4,1,1904,10847.0,1972,yes,yes,2025,930000
Québec,Charlesbourg,Single Family,4,3,1658,7426.0,1926,yes,yes,2025,418000
Blainville,Blainville Centre,Triplex,6,6,2313,3380.0,1998,yes,no,2024,761000
Longueuil,Le Vieux-Longueuil,Bungalow,3,1,1209,7620.0,1971,yes,yes,2024,586000
Montréal,Verdun,Single Family,4,2,1668,6187.0,1991,no,yes,2025,672000
Boucherville,Boucherville Centre,Duplex,5,3,1563,6645.0,1991,yes,yes,2023,544000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,1,1308,8392.0,1998,yes,yes,2022,314000
Alma,Alma Centre,Townhouse,3,2,925,2736.0,1987,no,yes,2024,196000
Québec,Beauport,Duplex,6,3,1914,5299.0,1974,yes,yes,2023,456000
Laval,Vimont,Single Family,4,2,1540,9461.0,1998,yes,yes,2022,556000
Gatineau,Hull,Townhouse,4,2,1266,3998.0,2022,yes,yes,2024,452000
Terrebonne,Lachenaie,Single Family,5,4,1339,12582.0,1984,yes,yes,2023,742000
Québec,Val-Bélair,Single Family,5,2,1880,7999.0,1957,yes,yes,2023,412000
Saguenay,La Baie,Bungalow,3,1,1290,4605.0,2023,yes,yes,2024,371000
Vaudreuil-Dorion,Centre-Ville,Single Family,4,1,1032,9525.0,2012,no,no,2024,465000
Pointe-Claire,West Island,Single Family,4,2,1666,8265.0,2008,yes,yes,2021,569000
Montréal,Mercier,Single Family,6,2,1924,8747.0,1901,no,yes,2024,896000
Vaudreuil-Dorion,Centre-Ville,Single Family,4,3,1546,5596.0,1958,yes,yes,2024,539000
Laval,Pont-Viau,Single Family,3,4,1671,4641.0,1997,no,yes,2023,626000
Brossard,Secteur A,Townhouse,2,1,1292,3650.0,2014,yes,yes,2023,420000
Brossard,Solar Uniquartier,Single Family,4,3,916,5973.0,1995,yes,yes,2024,525000
Rimouski,Rimouski Centre,Single Family,4,3,1709,6268.0,1959,no,yes,2025,281000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1017,7838.0,1995,yes,yes,2025,409000
Montréal,Plateau-Mont-Royal,Single Family,4,4,1462,8189.0,2001,yes,no,2024,610000
Longueuil,Vieux-Longueuil,Single Family,4,2,1751,10560.0,1994,no,yes,2022,568000
Montréal,Ahuntsic,Single Family,3,3,1755,6397.0,1937,yes,yes,2022,465000
Repentigny,Repentigny Centre,Single Family,3,3,1168,4071.0,2021,yes,yes,2022,557000
Brossard,Solar Uniquartier,Single Family,5,3,1390,7848.0,2002,no,yes,2021,449000
Mirabel,Sainte-Monique,Townhouse,3,3,1163,2350.0,1960,yes,yes,2023,304000
Repentigny,Le Gardeur,Single Family,3,3,1514,8378.0,2005,no,no,2023,619000
Saint-Jérôme,Bellefeuille,Triplex,7,5,2712,3630.0,1973,yes,no,2025,745000
Terrebonne,Lachenaie,Single Family,6,3,1608,6599.0,2019,yes,yes,2025,861000
Québec,Lebourgneuf,Duplex,4,2,1734,4632.0,1977,yes,no,2025,367000
Repentigny,Repentigny Centre,Single Family,5,3,1201,5840.0,1979,yes,yes,2022,502000
Montréal,Outremont,Duplex,5,3,1495,3560.0,1927,yes,yes,2025,758000
Repentigny,Le Gardeur,Townhouse,3,2,1085,1821.0,2019,yes,yes,2025,695000
Blainville,Blainville Centre,Single Family,4,2,1405,8234.0,2020,yes,yes,2021,360000
Lévis,Saint-Nicolas,Single Family,6,2,1683,3744.0,1980,no,yes,2023,401000
Montréal,LaSalle,Single Family,4,2,948,4502.0,1959,no,no,2022,362000
Terrebonne,Lachenaie,Duplex,4,3,1428,3801.0,1981,no,yes,2024,597000
Lévis,Lévis Centre,Triplex,8,6,2132,7094.0,1986,yes,no,2023,605000
Longueuil,Le Vieux-Longueuil,Single Family,4,1,1679,6030.0,1989,yes,yes,2023,647000
Montréal,Saint-Léonard,Townhouse,4,2,1020,3612.0,1908,yes,yes,2025,413000
Brossard,Solar Uniquartier,Bungalow,3,1,930,6223.0,2015,yes,yes,2024,536000
Québec,Sainte-Foy,Townhouse,3,2,1113,3477.0,1910,yes,yes,2023,252000
Boucherville,Boucherville Centre,Single Family,3,3,1636,6644.0,1959,yes,yes,2025,726000
Sept-Îles,Sept-Îles Centre,Single Family,4,2,1566,6075.0,1986,yes,no,2025,229000
Québec,Lebourgneuf,Townhouse,3,2,912,3583.0,1933,no,yes,2021,190000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,3,1646,6561.0,1959,yes,yes,2023,776000
Drummondville,Saint-Charles,Triplex,4,5,2255,5738.0,2016,yes,yes,2025,609000
Repentigny,Le Gardeur,Single Family,5,2,1463,6852.0,1983,yes,yes,2023,689000
Vaudreuil-Dorion,Centre-Ville,Single Family,5,3,2002,9814.0,2005,no,yes,2025,660000
Saguenay,Jonquière,Triplex,5,4,2231,4240.0,1992,no,yes,2023,424000
Vaudreuil-Dorion,Centre-Ville,Single Family,3,3,1124,7320.0,1973,yes,yes,2023,441000
Longueuil,Vieux-Longueuil,Single Family,4,3,1398,8067.0,1960,yes,no,2025,797000
Sept-Îles,Sept-Îles Centre,Single Family,5,3,1492,6196.0,1999,yes,no,2025,232000
Laval,Vimont,Townhouse,4,2,1211,2832.0,1984,yes,yes,2021,435000
Brossard,Solar Uniquartier,Duplex,4,3,1923,5369.0,1994,yes,yes,2023,586000
Montréal,Ville-Marie,Single Family,3,3,1544,12110.0,1996,yes,yes,2023,642000
Québec,Lebourgneuf,Townhouse,3,2,795,3230.0,1972,no,yes,2022,183000
Québec,Sillery,Single Family,4,2,1836,3753.0,1991,no,yes,2023,346000
Montréal,LaSalle,Townhouse,3,1,789,2532.0,1979,yes,no,2025,386000
Gatineau,Aylmer,Single Family,4,3,1016,5707.0,1969,yes,yes,2022,409000
Lévis,Saint-Nicolas,Single Family,4,3,1245,10182.0,1980,yes,yes,2024,441000
Laval,Pont-Viau,Single Family,6,3,1560,4292.0,1967,no,no,2022,535000
Blainville,Blainville Centre,Single Family,2,3,1776,10573.0,1969,yes,yes,2024,522000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,960,9486.0,1965,yes,yes,2025,335000
Longueuil,Le Vieux-Longueuil,Single Family,3,2,1699,4327.0,1960,yes,yes,2022,559000
Sherbrooke,Centre-Ville,Single Family,5,2,1512,11009.0,1990,yes,no,2022,401000
Blainville,Blainville Centre,Single Family,4,3,1659,5804.0,1957,yes,yes,2024,479000
Repentigny,Repentigny Centre,Single Family,3,2,915,9528.0,1978,no,no,2023,445000
Gatineau,Buckingham,Single Family,6,1,1332,7917.0,2001,yes,yes,2022,439000
Candiac,Candiac Centre,Duplex,5,3,1898,4616.0,2002,yes,yes,2023,577000
Terrebonne,Lachenaie,Townhouse,3,2,1346,2310.0,2001,no,yes,2025,502000
Rouyn-Noranda,Rouyn Centre,Triplex,6,4,2821,5535.0,2002,yes,yes,2023,671000
Brossard,Solar Uniquartier,Single Family,3,2,1729,9884.0,1997,yes,yes,2024,711000
Québec,Beauport,Triplex,7,6,2094,3545.0,2016,yes,yes,2022,540000
Laval,Sainte-Dorothée,Single Family,6,2,1933,9415.0,2010,yes,yes,2024,719000
Québec,Limoilou,Duplex,4,3,1409,2840.0,1949,yes,yes,2021,346000
Québec,Sillery,Single Family,5,3,1657,8106.0,1942,no,yes,2021,323000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1093,6481.0,1997,no,yes,2023,298000
Gatineau,Hull,Single Family,5,3,1606,6866.0,1981,yes,yes,2025,591000
Longueuil,Greenfield Park,Single Family,5,2,1792,8754.0,2013,yes,yes,2022,649000
Montréal,Ahuntsic,Single Family,5,2,1544,13512.0,1910,no,no,2022,482000
Gatineau,Aylmer,Single Family,4,3,1337,3366.0,1995,yes,yes,2024,530000
Montréal,LaSalle,Single Family,4,2,1334,4556.0,1948,yes,yes,2025,640000
Montréal,Outremont,Single Family,3,3,1658,5038.0,2006,no,no,2021,425000
Montréal,Plateau-Mont-Royal,Single Family,4,2,1293,6347.0,1996,yes,yes,2024,547000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,3,1289,10052.0,1980,yes,yes,2021,288000
Brossard,Solar Uniquartier,Single Family,3,3,1398,7224.0,1997,yes,yes,2025,711000
Québec,Vanier,Duplex,5,3,1989,4504.0,1962,yes,yes,2023,436000
Québec,Limoilou,Townhouse,3,3,1218,3344.0,1959,no,yes,2024,276000
Québec,Vanier,Single Family,6,3,1537,5243.0,1921,yes,yes,2023,322000
Saint-Bruno-de-Montarville,Centre-Ville,Duplex,5,4,1203,5372.0,2020,yes,yes,2021,408000
Longueuil,Le Vieux-Longueuil,Triplex,6,5,2644,4986.0,2010,yes,yes,2022,1171000
Vaudreuil-Dorion,Centre-Ville,Townhouse,3,2,958,2680.0,1970,yes,yes,2025,377000
Laval,Duvernay,Triplex,6,5,2721,3716.0,2004,yes,yes,2025,1214000
Longueuil,Saint-Hubert,Single Family,4,3,1136,11199.0,1984,yes,no,2025,529000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,3,1561,4112.0,2018,yes,no,2023,341000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,1,1580,8433.0,2003,yes,yes,2023,641000
Montréal,NDG,Single Family,3,2,1506,7830.0,1985,yes,yes,2025,703000
Châteauguay,Centre-Ville,Single Family,4,2,1506,9475.0,1984,yes,no,2025,454000
Longueuil,Le Vieux-Longueuil,Duplex,3,3,1839,5751.0,1962,no,no,2022,569000
Val-d'Or,Val-d'Or Centre,Single Family,4,2,1561,7334.0,2016,yes,yes,2025,304000
Mirabel,Sainte-Monique,Bungalow,3,2,801,4588.0,1978,yes,yes,2025,366000
Gatineau,Buckingham,Single Family,5,2,1491,3950.0,2007,yes,no,2024,648000
Montréal,Villeray,Single Family,5,2,1629,4896.0,1984,no,yes,2025,605000
Laval,Fabreville,Single Family,5,3,1779,6275.0,1974,yes,yes,2024,802000
Gatineau,Buckingham,Single Family,4,3,1585,9990.0,1958,yes,yes,2021,483000
Mirabel,Sainte-Monique,Single Family,6,3,1729,8204.0,1964,no,yes,2023,460000
Montréal,Ahuntsic,Single Family,3,2,1523,9447.0,1909,no,yes,2025,683000
Dollard-des-Ormeaux,West Island,Triplex,5,5,2504,4198.0,2007,yes,yes,2022,812000
Québec,Sainte-Foy,Single Family,4,3,1710,9749.0,1938,yes,yes,2024,448000
Montréal,Ahuntsic,Single Family,5,1,1599,10100.0,1916,yes,no,2023,505000
Terrebonne,Terrebonne Ouest,Duplex,4,3,2077,5290.0,1972,no,yes,2023,614000
Montréal,Outremont,Single Family,2,3,1541,6349.0,2009,no,yes,2022,512000
Montréal,Outremont,Single Family,4,3,1444,4576.0,1902,yes,no,2022,472000
Saint-Jean-sur-Richelieu,Iberville,Single Family,5,2,1143,4836.0,1977,yes,no,2021,317000
Repentigny,Repentigny Centre,Single Family,4,1,1465,6596.0,1996,yes,yes,2025,670000
Montréal,Outremont,Single Family,3,2,1249,6894.0,2018,yes,yes,2025,677000
Brossard,Secteur A,Townhouse,3,2,1127,2079.0,1997,yes,no,2021,305000
Trois-Rivières,Trois-Rivières-Ouest,Single Family,4,2,1683,10482.0,1995,yes,yes,2023,403000
Châteauguay,Centre-Ville,Duplex,5,3,1394,6577.0,2011,yes,yes,2021,276000
Terrebonne,Lachenaie,Townhouse,3,2,1106,3392.0,1958,yes,yes,2022,449000
Québec,Beauport,Duplex,4,4,1785,6189.0,1907,no,yes,2024,341000
Laval,Fabreville,Townhouse,3,1,904,2902.0,2018,no,yes,2025,453000
Laval,Vimont,Single Family,4,2,1570,4204.0,2021,yes,yes,2025,810000
Laval,Sainte-Dorothée,Triplex,5,5,2432,5087.0,2016,yes,yes,2025,1128000
Brossard,Secteur C,Single Family,2,2,1345,8142.0,1956,yes,yes,2025,686000
Québec,Sainte-Foy,Townhouse,3,2,918,3089.0,2001,yes,yes,2023,311000
Longueuil,Saint-Hubert,Single Family,5,3,1483,7074.0,2021,yes,yes,2022,798000
Brossard,Secteur A,Duplex,4,4,1756,4171.0,1995,no,yes,2022,591000
Gatineau,Hull,Single Family,5,1,1303,3540.0,1986,yes,yes,2023,501000
Laval,Fabreville,Single Family,3,2,1047,4241.0,2017,yes,no,2025,523000
Trois-Rivières,Centre-Ville,Single Family,3,1,1560,8965.0,2012,yes,yes,2024,389000
Longueuil,Vieux-Longueuil,Bungalow,3,2,819,3677.0,1995,yes,yes,2025,553000
Baie-Comeau,Baie-Comeau Centre,Single Family,4,3,1812,5652.0,1994,no,yes,2023,191000
Sherbrooke,Fleurimont,Single Family,4,2,1316,9289.0,2014,no,yes,2024,371000
Drummondville,Saint-Charles,Single Family,4,2,1392,6364.0,2022,yes,yes,2024,385000
Laval,Vimont,Single Family,4,2,1573,6430.0,1980,yes,yes,2024,674000
Laval,Duvernay,Duplex,6,3,1798,3381.0,1993,yes,no,2022,734000
Québec,Charlesbourg,Townhouse,4,2,1182,3623.0,1960,yes,yes,2024,342000
Sherbrooke,Fleurimont,Single Family,4,3,1016,10706.0,2011,yes,yes,2021,290000
Laval,Vimont,Bungalow,3,1,920,4609.0,1985,yes,no,2023,470000
Laval,Duvernay,Single Family,4,2,1643,10612.0,1966,yes,yes,2021,572000
Laval,Duvernay,Single Family,4,2,1587,4103.0,2009,yes,yes,2025,750000
Mirabel,Sainte-Monique,Townhouse,3,2,951,2803.0,1958,yes,yes,2025,367000
Saint-Jean-sur-Richelieu,Centre-Ville,Triplex,5,4,2076,5223.0,2009,no,no,2023,508000
Montréal,Ahuntsic,Triplex,6,6,2054,4465.0,1994,yes,yes,2024,1096000
Montréal,Saint-Léonard,Bungalow,3,2,1252,5522.0,2001,no,yes,2024,652000
Montréal,Outremont,Single Family,4,3,1368,12958.0,2010,no,yes,2024,585000
Gatineau,Hull,Duplex,4,4,1386,4046.0,2005,no,yes,2023,512000
Brossard,Secteur A,Single Family,4,1,1566,12341.0,1991,yes,yes,2022,599000
Montréal,Saint-Léonard,Triplex,6,6,2375,6011.0,1929,yes,yes,2024,1195000
Granby,Centre-Ville,Single Family,2,3,1849,7731.0,1986,yes,yes,2024,720000
Lévis,Lévis Centre,Townhouse,3,2,1268,3530.0,1964,no,yes,2024,334000
Brossard,Secteur A,Townhouse,2,2,1229,2321.0,2002,yes,no,2021,342000
Lévis,Charny,Triplex,5,4,1973,6173.0,2013,yes,no,2023,532000
Blainville,Blainville Centre,Single Family,3,4,1146,6517.0,2006,yes,no,2024,457000
Drummondville,Saint-Charles,Duplex,3,3,1446,4427.0,1983,no,yes,2023,245000
Granby,Centre-Ville,Townhouse,4,3,848,2722.0,1979,yes,yes,2023,344000
Laval,Sainte-Dorothée,Single Family,5,2,1548,8031.0,1993,yes,no,2021,490000
Laval,Pont-Viau,Townhouse,3,3,1186,1570.0,1995,yes,yes,2024,453000
Gatineau,Gatineau Centre,Triplex,5,6,2728,7765.0,1972,yes,yes,2023,773000
Lévis,Lévis Centre,Bungalow,3,2,831,7006.0,2005,yes,yes,2025,328000
Gatineau,Hull,Duplex,6,2,1539,4596.0,1972,yes,yes,2024,596000
Sherbrooke,Centre-Ville,Single Family,5,2,1766,8766.0,1986,yes,yes,2022,444000
Sherbrooke,Lennoxville,Townhouse,2,2,1077,2145.0,1997,no,yes,2023,283000
Québec,Sillery,Single Family,5,3,1204,3806.0,1961,no,yes,2025,392000
Montréal,Pointe-aux-Trembles,Single Family,3,3,1611,11014.0,1982,yes,yes,2022,647000
Rimouski,Rimouski Centre,Single Family,5,3,1216,10568.0,1962,yes,yes,2023,232000
Trois-Rivières,Trois-Rivières-Ouest,Single Family,4,2,1728,10082.0,1984,no,yes,2025,485000
Dollard-des-Ormeaux,West Island,Single Family,3,2,1579,3407.0,1970,no,yes,2022,494000
Châteauguay,Centre-Ville,Bungalow,3,2,960,7703.0,1993,yes,yes,2025,342000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,2,4,1752,5008.0,1957,no,no,2024,328000
Québec,Beauport,Single Family,5,3,1079,5762.0,1994,yes,yes,2024,360000
Candiac,Candiac Centre,Triplex,7,4,2454,5790.0,1974,no,yes,2024,861000
Dollard-des-Ormeaux,West Island,Bungalow,3,2,1040,4123.0,2017,yes,yes,2022,474000
Montréal,Plateau-Mont-Royal,Single Family,4,4,1648,11860.0,1983,yes,yes,2024,669000
Montréal,Hochelaga-Maisonneuve,Single Family,3,3,1205,11307.0,1952,yes,yes,2022,377000
Saint-Jérôme,Bellefeuille,Single Family,3,1,1853,6164.0,1960,no,yes,2024,428000
Québec,Lebourgneuf,Single Family,2,2,1610,6982.0,1974,yes,yes,2024,455000
Québec,Vanier,Duplex,6,3,1328,4363.0,1959,yes,yes,2022,362000
Granby,Centre-Ville,Townhouse,4,2,1369,3068.0,1982,no,yes,2021,366000
Montréal,Ahuntsic,Single Family,4,3,2061,5285.0,1958,yes,yes,2022,699000
Montréal,Plateau-Mont-Royal,Single Family,4,3,1461,7533.0,2018,no,yes,2025,698000
Pointe-Claire,West Island,Single Family,5,3,1733,8429.0,2016,yes,yes,2022,644000
Québec,Sillery,Duplex,5,3,1588,4763.0,1904,yes,yes,2023,429000
Saguenay,Jonquière,Single Family,5,2,1654,4174.0,1965,yes,yes,2021,235000
Sherbrooke,Centre-Ville,Single Family,5,3,1398,5887.0,1981,yes,yes,2022,422000
Montréal,Verdun,Duplex,3,3,1849,5811.0,1949,yes,yes,2021,550000
Montréal,Saint-Léonard,Single Family,3,2,1781,5132.0,1976,yes,yes,2022,502000
Saint-Jean-sur-Richelieu,Centre-Ville,Duplex,4,3,1845,6471.0,1991,yes,yes,2024,408000
Repentigny,Repentigny Centre,Single Family,3,1,1583,10912.0,1996,yes,no,2021,528000
Repentigny,Repentigny Centre,Single Family,4,2,1233,14653.0,2002,yes,yes,2023,566000
Longueuil,Vieux-Longueuil,Duplex,5,2,2022,7519.0,1960,no,yes,2024,746000
Saint-Jérôme,Centre-Ville,Single Family,5,3,1592,4471.0,1994,yes,yes,2025,491000
Laval,Chomedey,Triplex,7,3,2133,4687.0,1969,yes,yes,2023,699000
Trois-Rivières,Centre-Ville,Single Family,5,2,1767,7415.0,1999,yes,yes,2025,495000
Rimouski,Rimouski Centre,Townhouse,4,2,1329,2364.0,2007,yes,yes,2024,207000
Drummondville,Centre-Ville,Duplex,4,3,1437,4725.0,1957,yes,yes,2023,299000
Brossard,Secteur C,Single Family,4,2,1757,9178.0,2001,yes,yes,2025,874000
Québec,Beauport,Single Family,4,3,1744,5949.0,2012,no,yes,2024,393000
Pointe-Claire,West Island,Bungalow,3,1,936,3903.0,1961,yes,yes,2025,616000
Saint-Jérôme,Centre-Ville,Single Family,3,3,1793,7126.0,2020,yes,yes,2022,399000
